Period,Accounts,Category,Note,USD,Income/Expense
2021-05-17,Cash,Transport,Transaction 8977,891.23,Expense
2023-01-14,Cash,Stock,Transaction 8978,515.13,Income
2025-03-04,Checking,Bonus,Transaction 8979,36.69,Income
2023-08-19,Checking,Transport,Transaction 8980,442.07,Expense
2021-11-17,Savings,Entertainment,Transaction 8981,699.14,Expense
2020-09-01,Cash,Bonus,Transaction 8982,848.60,Income
2021-09-09,Savings,Utilities,Transaction 8983,245.81,Expense
2021-12-28,Checking,Misc,Transaction 8984,162.17,Expense
2020-04-26,Credit Card,Utilities,Transaction 8985,595.31,Expense
2020-05-29,Checking,Sales,Transaction 8986,60.44,Income
2020-04-27,Credit Card,Bonus,Transaction 8987,45.36,Income
2024-10-13,Cash,Stock,Transaction 8988,234.82,Income
2021-09-30,Cash,Sales,Transaction 8989,884.49,Income
2022-02-25,Credit Card,Utilities,Transaction 8990,941.49,Expense
2023-12-17,Checking,Stock,Transaction 8991,677.78,Income
2025-01-05,Savings,Salary,Transaction 8992,735.65,Income
2025-05-14,Checking,Utilities,Transaction 8993,119.86,Expense
2025-07-21,Cash,Transport,Transaction 8994,25.52,Expense
2020-06-16,Checking,Utilities,Transaction 8995,542.30,Expense
2020-03-25,Checking,Sales,Transaction 8996,143.24,Income
2020-02-27,Checking,Sales,Transaction 8997,564.59,Income
2024-06-06,Credit Card,Entertainment,Transaction 8998,580.79,Expense
2023-03-07,Checking,Stock,Transaction 8999,243.08,Income
2024-11-24,Checking,Sales,Transaction 9000,473.94,Income
2024-07-09,Credit Card,Bonus,Transaction 9001,305.30,Income
2022-07-22,Credit Card,Transport,Transaction 9002,259.80,Expense
2024-12-20,Cash,Utilities,Transaction 9003,226.72,Expense
2023-12-24,Cash,Misc,Transaction 9004,668.84,Expense
2021-12-14,Cash,Sales,Transaction 9005,15.66,Income
2020-09-20,Credit Card,Bonus,Transaction 9006,422.50,Income
2022-04-14,Credit Card,Bonus,Transaction 9007,899.37,Income
2024-10-31,Credit Card,Stock,Transaction 9008,235.73,Income
2025-05-16,Savings,Sales,Transaction 9009,349.64,Income
2023-07-26,Credit Card,Utilities,Transaction 9010,578.17,Expense
2024-04-30,Checking,Stock,Transaction 9011,52.43,Income
2023-08-18,Credit Card,Misc,Transaction 9012,0.51,Expense
2023-11-29,Checking,Bonus,Transaction 9013,683.58,Income
2024-10-22,Savings,Misc,Transaction 9014,802.07,Expense
2023-12-06,Checking,Food,Transaction 9015,310.41,Expense
2023-10-05,Cash,Stock,Transaction 9016,298.57,Income
2025-01-19,Cash,Bonus,Transaction 9017,582.73,Income
2025-01-23,Savings,Entertainment,Transaction 9018,116.09,Expense
2024-12-26,Cash,Sales,Transaction 9019,543.15,Income
2025-02-07,Savings,Salary,Transaction 9020,31.81,Income
2025-01-28,Credit Card,Entertainment,Transaction 9021,313.52,Expense
2022-08-13,Credit Card,Salary,Transaction 9022,928.97,Income
2021-10-22,Credit Card,Transport,Transaction 9023,2.51,Expense
2020-06-14,Cash,Transport,Transaction 9024,658.65,Expense
2022-11-02,Savings,Transport,Transaction 9025,550.87,Expense
2023-09-02,Checking,Sales,Transaction 9026,734.06,Income
2020-12-21,Credit Card,Sales,Transaction 9027,456.49,Income
2025-06-19,Credit Card,Sales,Transaction 9028,289.84,Income
2023-04-17,Savings,Misc,Transaction 9029,807.62,Expense
2023-09-23,Checking,Transport,Transaction 9030,638.57,Expense
2024-12-07,Cash,Transport,Transaction 9031,588.99,Expense
2024-01-16,Checking,Misc,Transaction 9032,119.65,Expense
2023-01-04,Checking,Entertainment,Transaction 9033,113.41,Expense
2025-08-03,Cash,Transport,Transaction 9034,454.92,Expense
2023-03-23,Savings,Salary,Transaction 9035,548.67,Income
2021-12-13,Savings,Transport,Transaction 9036,872.81,Expense
2024-04-05,Checking,Food,Transaction 9037,785.07,Expense
2024-01-18,Cash,Transport,Transaction 9038,186.67,Expense
2022-05-15,Credit Card,Transport,Transaction 9039,581.76,Expense
2020-08-19,Savings,Food,Transaction 9040,31.11,Expense
2025-01-12,Checking,Entertainment,Transaction 9041,457.52,Expense
2020-12-08,Credit Card,Sales,Transaction 9042,422.83,Income
2021-06-15,Cash,Utilities,Transaction 9043,382.59,Expense
2023-09-02,Checking,Entertainment,Transaction 9044,926.12,Expense
2022-07-04,Savings,Transport,Transaction 9045,140.50,Expense
2022-07-27,Cash,Sales,Transaction 9046,495.79,Income
2020-09-10,Checking,Food,Transaction 9047,701.36,Expense
2023-10-07,Checking,Stock,Transaction 9048,767.09,Income
2021-10-20,Credit Card,Bonus,Transaction 9049,488.38,Income
2023-02-20,Checking,Utilities,Transaction 9050,552.77,Expense
2023-09-04,Cash,Misc,Transaction 9051,187.28,Expense
2021-02-17,Savings,Stock,Transaction 9052,319.58,Income
2022-07-16,Savings,Bonus,Transaction 9053,763.26,Income
2020-02-07,Credit Card,Salary,Transaction 9054,672.19,Income
2021-12-22,Checking,Bonus,Transaction 9055,523.99,Income
2025-06-07,Checking,Stock,Transaction 9056,632.74,Income
2023-02-07,Savings,Salary,Transaction 9057,911.53,Income
2021-04-16,Credit Card,Entertainment,Transaction 9058,13.78,Expense
2021-05-18,Savings,Stock,Transaction 9059,761.94,Income
2020-12-26,Credit Card,Misc,Transaction 9060,192.98,Expense
2020-10-05,Cash,Utilities,Transaction 9061,432.10,Expense
2022-07-22,Credit Card,Food,Transaction 9062,799.76,Expense
2022-05-31,Cash,Salary,Transaction 9063,78.56,Income
2020-06-05,Savings,Misc,Transaction 9064,646.00,Expense
2025-03-18,Savings,Stock,Transaction 9065,669.69,Income
2022-09-20,Cash,Utilities,Transaction 9066,147.07,Expense
2023-02-07,Checking,Bonus,Transaction 9067,640.63,Income
2023-05-02,Cash,Salary,Transaction 9068,468.45,Income
2022-04-09,Cash,Misc,Transaction 9069,354.38,Expense
2023-01-11,Checking,Entertainment,Transaction 9070,647.74,Expense
2024-02-21,Checking,Salary,Transaction 9071,234.04,Income
2020-08-14,Credit Card,Entertainment,Transaction 9072,51.14,Expense
2020-07-04,Savings,Bonus,Transaction 9073,832.87,Income
2023-02-26,Credit Card,Misc,Transaction 9074,209.46,Expense
2020-05-07,Checking,Misc,Transaction 9075,343.66,Expense
2020-04-22,Credit Card,Stock,Transaction 9076,807.78,Income
2025-06-29,Savings,Entertainment,Transaction 9077,340.25,Expense
2025-06-24,Savings,Bonus,Transaction 9078,406.98,Income
2020-02-04,Checking,Sales,Transaction 9079,549.04,Income
2025-07-21,Credit Card,Stock,Transaction 9080,847.41,Income
2021-12-16,Credit Card,Utilities,Transaction 9081,858.34,Expense
2024-11-06,Checking,Food,Transaction 9082,147.12,Expense
2021-05-14,Savings,Misc,Transaction 9083,318.72,Expense
2022-12-25,Checking,Transport,Transaction 9084,818.74,Expense
2023-07-10,Savings,Utilities,Transaction 9085,700.62,Expense
2020-08-01,Cash,Transport,Transaction 9086,316.42,Expense
2024-03-23,Savings,Salary,Transaction 9087,872.83,Income
2022-12-26,Cash,Stock,Transaction 9088,429.91,Income
2023-08-20,Cash,Sales,Transaction 9089,530.88,Income
2020-08-22,Credit Card,Utilities,Transaction 9090,317.65,Expense
2023-01-14,Credit Card,Stock,Transaction 9091,237.38,Income
2025-04-16,Checking,Stock,Transaction 9092,708.51,Income
2023-10-09,Checking,Salary,Transaction 9093,319.07,Income
2021-01-10,Cash,Bonus,Transaction 9094,692.42,Income
2020-01-04,Savings,Food,Transaction 9095,184.05,Expense
2022-10-07,Savings,Salary,Transaction 9096,228.49,Income
2022-12-02,Checking,Utilities,Transaction 9097,950.65,Expense
2020-02-24,Checking,Utilities,Transaction 9098,722.49,Expense
2024-09-21,Cash,Misc,Transaction 9099,843.83,Expense
2022-03-26,Credit Card,Utilities,Transaction 9100,605.64,Expense
2020-10-27,Credit Card,Stock,Transaction 9101,296.55,Income
2022-12-21,Credit Card,Entertainment,Transaction 9102,207.60,Expense
2023-11-26,Savings,Misc,Transaction 9103,123.29,Expense
2023-07-23,Cash,Sales,Transaction 9104,281.16,Income
2020-03-17,Credit Card,Sales,Transaction 9105,3.78,Income
2020-07-30,Cash,Stock,Transaction 9106,435.89,Income
2021-02-16,Credit Card,Stock,Transaction 9107,775.96,Income
2021-10-28,Savings,Bonus,Transaction 9108,663.79,Income
2025-07-26,Checking,Stock,Transaction 9109,158.79,Income
2024-01-05,Cash,Sales,Transaction 9110,280.26,Income
2021-11-16,Savings,Transport,Transaction 9111,371.97,Expense
2023-07-22,Checking,Food,Transaction 9112,599.01,Expense
2025-05-23,Checking,Stock,Transaction 9113,377.75,Income
2022-08-16,Cash,Bonus,Transaction 9114,500.50,Income
2020-06-24,Savings,Bonus,Transaction 9115,981.73,Income
2024-08-17,Savings,Stock,Transaction 9116,168.80,Income
2020-11-11,Savings,Utilities,Transaction 9117,939.29,Expense
2020-01-23,Checking,Food,Transaction 9118,958.38,Expense
2021-12-30,Checking,Sales,Transaction 9119,577.82,Income
2021-08-23,Checking,Bonus,Transaction 9120,226.02,Income
2024-08-09,Cash,Misc,Transaction 9121,15.55,Expense
2021-01-07,Checking,Entertainment,Transaction 9122,869.12,Expense
2024-10-15,Checking,Sales,Transaction 9123,307.47,Income
2023-06-30,Cash,Food,Transaction 9124,92.92,Expense
2022-01-01,Checking,Bonus,Transaction 9125,601.26,Income
2025-03-03,Cash,Utilities,Transaction 9126,829.80,Expense
2024-05-24,Savings,Stock,Transaction 9127,556.18,Income
2024-07-19,Checking,Stock,Transaction 9128,864.66,Income
2024-11-01,Checking,Misc,Transaction 9129,296.40,Expense
2025-07-07,Savings,Stock,Transaction 9130,438.59,Income
2021-01-19,Cash,Stock,Transaction 9131,840.87,Income
2020-08-07,Savings,Food,Transaction 9132,796.83,Expense
2021-11-01,Savings,Salary,Transaction 9133,272.20,Income
2022-07-27,Credit Card,Entertainment,Transaction 9134,564.33,Expense
2022-05-28,Credit Card,Stock,Transaction 9135,780.48,Income
2023-07-17,Cash,Stock,Transaction 9136,10.48,Income
2023-09-13,Savings,Transport,Transaction 9137,440.44,Expense
2024-08-06,Savings,Transport,Transaction 9138,929.57,Expense
2024-01-14,Cash,Entertainment,Transaction 9139,891.93,Expense
2024-03-30,Credit Card,Entertainment,Transaction 9140,715.73,Expense
2024-05-31,Savings,Bonus,Transaction 9141,684.72,Income
2021-11-27,Cash,Misc,Transaction 9142,142.02,Expense
2022-08-13,Cash,Stock,Transaction 9143,27.60,Income
2024-05-03,Credit Card,Utilities,Transaction 9144,88.40,Expense
2021-02-27,Savings,Utilities,Transaction 9145,993.84,Expense
2025-06-15,Credit Card,Food,Transaction 9146,6.58,Expense
2023-12-08,Savings,Sales,Transaction 9147,57.68,Income
2025-04-07,Cash,Entertainment,Transaction 9148,568.91,Expense
2021-11-16,Savings,Utilities,Transaction 9149,243.80,Expense
2021-07-02,Checking,Salary,Transaction 9150,781.98,Income
2024-07-18,Savings,Salary,Transaction 9151,926.59,Income
2020-12-27,Credit Card,Transport,Transaction 9152,581.05,Expense
2024-05-18,Cash,Misc,Transaction 9153,835.84,Expense
2024-04-24,Savings,Transport,Transaction 9154,749.46,Expense
2025-03-11,Credit Card,Salary,Transaction 9155,394.97,Income
2025-07-08,Checking,Utilities,Transaction 9156,830.93,Expense
2023-09-21,Savings,Bonus,Transaction 9157,289.33,Income
2021-08-17,Savings,Bonus,Transaction 9158,168.31,Income
2020-07-03,Credit Card,Bonus,Transaction 9159,734.87,Income
2021-01-13,Checking,Entertainment,Transaction 9160,879.37,Expense
2022-09-08,Savings,Misc,Transaction 9161,832.41,Expense
2020-01-12,Savings,Food,Transaction 9162,503.23,Expense
2020-04-18,Credit Card,Utilities,Transaction 9163,566.83,Expense
2025-05-01,Cash,Transport,Transaction 9164,113.25,Expense
2021-10-05,Cash,Bonus,Transaction 9165,9.59,Income
2021-07-31,Cash,Sales,Transaction 9166,628.34,Income
2022-07-10,Savings,Salary,Transaction 9167,609.26,Income
2020-06-02,Checking,Stock,Transaction 9168,581.02,Income
2023-08-22,Cash,Misc,Transaction 9169,533.44,Expense
2025-04-04,Checking,Bonus,Transaction 9170,549.92,Income
2022-02-02,Savings,Stock,Transaction 9171,662.29,Income
2024-04-07,Cash,Bonus,Transaction 9172,239.10,Income
2022-07-26,Credit Card,Sales,Transaction 9173,303.13,Income
2022-06-03,Cash,Salary,Transaction 9174,466.61,Income
2023-10-16,Cash,Misc,Transaction 9175,752.23,Expense
2022-09-16,Credit Card,Food,Transaction 9176,232.69,Expense
2023-01-30,Cash,Food,Transaction 9177,395.45,Expense
2025-07-16,Credit Card,Stock,Transaction 9178,320.78,Income
2024-10-15,Cash,Transport,Transaction 9179,497.05,Expense
2022-07-31,Cash,Misc,Transaction 9180,104.71,Expense
2020-07-25,Cash,Sales,Transaction 9181,743.08,Income
2020-10-05,Savings,Stock,Transaction 9182,821.19,Income
2021-04-25,Checking,Food,Transaction 9183,588.50,Expense
2024-11-03,Savings,Food,Transaction 9184,181.50,Expense
2024-04-16,Checking,Stock,Transaction 9185,84.12,Income
2023-07-22,Savings,Utilities,Transaction 9186,393.65,Expense
2020-12-03,Checking,Sales,Transaction 9187,173.00,Income
2023-02-09,Cash,Bonus,Transaction 9188,888.32,Income
2023-07-01,Checking,Bonus,Transaction 9189,54.64,Income
2021-12-25,Credit Card,Salary,Transaction 9190,13.20,Income
2020-10-01,Cash,Food,Transaction 9191,989.95,Expense
2021-04-07,Savings,Misc,Transaction 9192,356.37,Expense
2024-06-26,Checking,Stock,Transaction 9193,960.50,Income
2023-06-02,Cash,Stock,Transaction 9194,756.37,Income
2023-02-20,Checking,Utilities,Transaction 9195,764.45,Expense
2020-09-13,Checking,Utilities,Transaction 9196,311.37,Expense
2020-09-29,Checking,Entertainment,Transaction 9197,552.02,Expense
2020-02-03,Credit Card,Misc,Transaction 9198,704.26,Expense
2023-03-14,Cash,Utilities,Transaction 9199,203.70,Expense
2025-07-11,Credit Card,Bonus,Transaction 9200,599.30,Income
2023-10-19,Cash,Stock,Transaction 9201,246.05,Income
2020-04-27,Checking,Salary,Transaction 9202,553.12,Income
2022-06-01,Cash,Stock,Transaction 9203,882.91,Income
2023-11-14,Savings,Transport,Transaction 9204,378.02,Expense
2024-11-12,Checking,Bonus,Transaction 9205,8.84,Income
2024-11-10,Credit Card,Transport,Transaction 9206,648.03,Expense
2024-04-22,Savings,Entertainment,Transaction 9207,522.55,Expense
2023-05-02,Cash,Sales,Transaction 9208,385.02,Income
2024-03-21,Checking,Stock,Transaction 9209,541.28,Income
2021-04-04,Credit Card,Misc,Transaction 9210,719.17,Expense
2021-08-18,Checking,Utilities,Transaction 9211,490.49,Expense
2025-08-07,Cash,Bonus,Transaction 9212,499.00,Income
2024-09-18,Savings,Misc,Transaction 9213,440.35,Expense
2024-04-05,Credit Card,Transport,Transaction 9214,235.29,Expense
2025-07-31,Credit Card,Salary,Transaction 9215,697.23,Income
2024-08-19,Savings,Sales,Transaction 9216,157.63,Income
2023-10-11,Checking,Salary,Transaction 9217,197.93,Income
2024-03-31,Credit Card,Sales,Transaction 9218,169.15,Income
2021-01-15,Savings,Salary,Transaction 9219,4.58,Income
2025-06-16,Savings,Transport,Transaction 9220,737.53,Expense
2023-04-06,Cash,Salary,Transaction 9221,353.74,Income
2020-02-07,Checking,Stock,Transaction 9222,339.15,Income
2023-02-03,Savings,Misc,Transaction 9223,905.04,Expense
2021-04-27,Savings,Bonus,Transaction 9224,69.88,Income
2021-06-30,Checking,Utilities,Transaction 9225,223.93,Expense
2023-12-26,Savings,Misc,Transaction 9226,450.10,Expense
2023-10-12,Checking,Transport,Transaction 9227,834.27,Expense
2024-06-06,Cash,Utilities,Transaction 9228,783.53,Expense
2020-12-08,Credit Card,Bonus,Transaction 9229,656.42,Income
2021-12-06,Cash,Bonus,Transaction 9230,509.06,Income
2020-09-16,Checking,Salary,Transaction 9231,411.86,Income
2020-02-21,Credit Card,Salary,Transaction 9232,353.41,Income
2021-09-22,Savings,Utilities,Transaction 9233,662.63,Expense
2022-02-05,Savings,Utilities,Transaction 9234,34.33,Expense
2021-03-17,Credit Card,Stock,Transaction 9235,88.99,Income
2023-03-25,Savings,Transport,Transaction 9236,891.17,Expense
2022-12-17,Cash,Sales,Transaction 9237,698.06,Income
2025-02-19,Checking,Utilities,Transaction 9238,565.71,Expense
2023-02-23,Cash,Salary,Transaction 9239,437.46,Income
2025-07-22,Savings,Entertainment,Transaction 9240,647.50,Expense
2020-12-23,Cash,Salary,Transaction 9241,921.23,Income
2020-10-21,Credit Card,Stock,Transaction 9242,80.91,Income
2024-10-05,Savings,Salary,Transaction 9243,183.03,Income
2021-08-30,Savings,Misc,Transaction 9244,540.50,Expense
2023-04-28,Cash,Salary,Transaction 9245,196.80,Income
2021-12-09,Checking,Bonus,Transaction 9246,731.79,Income
2020-10-08,Credit Card,Transport,Transaction 9247,799.48,Expense
2024-01-25,Credit Card,Salary,Transaction 9248,445.83,Income
2021-09-08,Checking,Transport,Transaction 9249,130.79,Expense
2022-10-02,Savings,Transport,Transaction 9250,24.62,Expense
2020-04-23,Cash,Salary,Transaction 9251,997.51,Income
2020-10-30,Cash,Bonus,Transaction 9252,605.68,Income
2025-06-05,Checking,Sales,Transaction 9253,720.44,Income
2022-02-17,Savings,Bonus,Transaction 9254,434.40,Income
2024-11-26,Checking,Food,Transaction 9255,824.72,Expense
2020-08-12,Cash,Bonus,Transaction 9256,382.63,Income
2020-06-23,Credit Card,Stock,Transaction 9257,338.84,Income
2022-10-13,Checking,Transport,Transaction 9258,359.30,Expense
2022-04-01,Cash,Salary,Transaction 9259,38.18,Income
2024-08-08,Cash,Entertainment,Transaction 9260,959.90,Expense
2025-07-20,Credit Card,Sales,Transaction 9261,660.51,Income
2024-01-13,Checking,Utilities,Transaction 9262,319.34,Expense
2024-08-08,Cash,Stock,Transaction 9263,4.57,Income
2023-10-15,Savings,Stock,Transaction 9264,41.26,Income
2020-11-29,Savings,Stock,Transaction 9265,320.68,Income
2023-02-15,Credit Card,Salary,Transaction 9266,830.62,Income
2022-05-05,Credit Card,Transport,Transaction 9267,223.33,Expense
2020-10-16,Savings,Utilities,Transaction 9268,363.66,Expense
2024-05-07,Cash,Transport,Transaction 9269,210.78,Expense
2021-01-27,Cash,Misc,Transaction 9270,706.82,Expense
2025-04-21,Checking,Misc,Transaction 9271,628.81,Expense
2022-01-19,Checking,Salary,Transaction 9272,933.69,Income
2024-10-03,Checking,Utilities,Transaction 9273,711.77,Expense
2025-05-25,Cash,Utilities,Transaction 9274,947.14,Expense
2022-02-19,Cash,Transport,Transaction 9275,562.71,Expense
2020-05-12,Cash,Stock,Transaction 9276,727.58,Income
2022-05-17,Checking,Transport,Transaction 9277,34.61,Expense
2022-05-07,Credit Card,Utilities,Transaction 9278,991.93,Expense
2024-09-23,Credit Card,Salary,Transaction 9279,822.16,Income
2024-11-12,Savings,Salary,Transaction 9280,682.12,Income
2020-01-28,Checking,Stock,Transaction 9281,948.35,Income
2021-10-31,Savings,Sales,Transaction 9282,487.57,Income
2020-04-01,Savings,Utilities,Transaction 9283,252.53,Expense
2020-07-09,Savings,Misc,Transaction 9284,113.81,Expense
2022-07-31,Checking,Stock,Transaction 9285,498.02,Income
2025-06-01,Savings,Misc,Transaction 9286,458.75,Expense
2021-01-15,Cash,Misc,Transaction 9287,582.52,Expense
2021-12-02,Credit Card,Bonus,Transaction 9288,973.58,Income
2021-07-03,Cash,Bonus,Transaction 9289,703.21,Income
2022-08-21,Checking,Bonus,Transaction 9290,763.26,Income
2020-11-08,Savings,Salary,Transaction 9291,68.53,Income
2020-09-26,Cash,Bonus,Transaction 9292,868.21,Income
2021-08-30,Cash,Food,Transaction 9293,131.55,Expense
2022-08-07,Credit Card,Sales,Transaction 9294,151.72,Income
2025-05-29,Checking,Salary,Transaction 9295,187.33,Income
2022-01-25,Cash,Sales,Transaction 9296,623.21,Income
2020-01-23,Savings,Salary,Transaction 9297,64.76,Income
2023-01-24,Checking,Stock,Transaction 9298,785.72,Income
2020-10-19,Credit Card,Transport,Transaction 9299,102.41,Expense
2021-09-08,Cash,Misc,Transaction 9300,847.87,Expense
2022-05-17,Cash,Entertainment,Transaction 9301,85.33,Expense
2021-09-10,Credit Card,Misc,Transaction 9302,531.61,Expense
